sigla_uf,id_municipio,situacao,ano_atendimento,concessionaria,tecnologia,capacidade_backhaul,capacidade_ocupada,capacidade_disponivel
BA,2916104,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2916401,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2917508,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2918001,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2918407,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2919207,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2921005,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2924009,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2925105,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2925303,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2927408,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2928703,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2930105,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2930501,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2930709,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2931350,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2932200,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2932507,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2933208,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
BA,2933307,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/BA,Não Informado,,,
MG,3100203,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3101508,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3101607,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3103504,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3103751,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3103900,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3104007,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3104205,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3105103,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3105608,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3106002,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3106200,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3106705,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3107109,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3107406,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3109006,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3110004,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3110509,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3110608,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3111002,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3111101,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3111200,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3111408,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3111507,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3111804,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3112604,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3113305,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3113404,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3114303,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3114550,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3115300,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3115508,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3115805,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3116902,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3117306,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3118007,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3118304,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3118601,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3119302,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3119401,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3119807,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3120706,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3120904,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3121258,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3122306,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3123601,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3124104,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3126109,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3127107,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3127701,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3128709,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3129103,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3129707,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3129806,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3130200,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3130309,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3130705,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3131307,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3131406,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3131703,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3131901,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3132404,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3133402,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3133808,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3134202,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3134400,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3135209,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3136207,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3136702,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3137106,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3137205,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3137502,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3137536,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3137601,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3137809,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3138203,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3138401,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3138625,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3138807,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3139409,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3139706,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3140001,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3140803,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3141108,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3142403,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3142809,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3143104,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3143203,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3143302,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3143906,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3144805,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3145000,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3145208,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3145604,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3145901,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3146107,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3146909,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3147006,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3147105,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3147907,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3148004,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3148103,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3149200,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3149309,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3149606,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3149705,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3150703,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3151404,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3151503,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3151602,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3151800,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3152105,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3152501,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3152808,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3153400,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3154606,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3155504,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3156700,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3157708,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3157807,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3159605,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3159803,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3160702,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3161304,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3162500,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3162906,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3163102,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3163706,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3164704,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3167202,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3168606,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3168705,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3169307,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3169406,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3169604,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3169901,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3170107,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3170206,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3170438,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3170701,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3171006,Infraestrutura existente antes do Decreto n° 6.424,,CTBCTELECOM/MG,Não Informado,,,
MG,3171204,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
MG,3171303,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/MG,Não Informado,,,
ES,3200201,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3200607,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3201209,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3201308,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3201407,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3201506,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3202306,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3202405,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3203205,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3203320,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3203908,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3204708,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3204906,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3205002,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3205200,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
ES,3205309,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/ES,Não Informado,,,
RJ,3300100,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300209,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300233,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300258,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300308,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300407,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300456,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300506,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300605,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3300704,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3301009,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3301108,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3301504,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3301702,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3301850,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3301876,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3301900,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302007,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302205,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302254,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302304,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302403,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302452,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302502,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302601,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302700,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302858,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3302908,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303005,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303104,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303203,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303302,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303401,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303500,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303609,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303708,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3303906,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3304144,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
RJ,3304201,Infraestrutura existente antes do Decreto n° 6.424,,TELEMAR/RJ,Não Informado,,,
