id,ano,total_pago,media_pago,total_beneficiarios,media_beneficiarios
4309803,2023,1044772.0,104477.2,1621,162.1
4309803,2024,1340279.0,121843.54545454546,2021,183.72727272727272
4309902,2023,1883426.0,188342.6,2855,285.5
4309902,2024,2278972.0,207179.27272727274,3452,313.8181818181818
4309951,2023,1533966.0,153396.6,2318,231.8
4309951,2024,1944189.0,176744.45454545456,2867,260.6363636363636
4310009,2023,1013759.0,101375.9,1604,160.4
4310009,2024,1472492.0,133862.9090909091,2345,213.1818181818182
4310108,2023,7628571.0,762857.1,11386,1138.6
4310108,2024,11262513.0,1023864.8181818182,16609,1509.909090909091
4310207,2023,22048500.0,2204850.0,33884,3388.4
4310207,2024,25390349.0,2308213.5454545454,39033,3548.4545454545455
4310306,2023,492003.0,49200.3,688,68.8
4310306,2024,575768.0,52342.545454545456,808,73.45454545454545
4310330,2023,10306408.0,1030640.8,15570,1557.0
4310330,2024,13787670.0,1253424.5454545454,20813,1892.090909090909
4310363,2023,189861.0,18986.1,269,26.9
4310363,2024,250811.0,22801.0,363,33.0
4310405,2023,2770934.0,277093.4,4245,424.5
4310405,2024,3491506.0,317409.63636363635,5305,482.27272727272725
4310413,2023,962819.0,96281.9,1536,153.6
4310413,2024,1053802.0,95800.18181818182,1642,149.27272727272728
4310439,2023,1206539.0,120653.9,1847,184.7
4310439,2024,1355151.0,123195.54545454546,2099,190.8181818181818
4310462,2023,99468.0,9946.8,158,15.8
4310462,2024,98259.0,8932.636363636364,166,15.090909090909092
4310504,2023,4174956.0,417495.6,6519,651.9
4310504,2024,4538919.0,412629.0,7033,639.3636363636364
4310538,2023,1535217.0,153521.7,2377,237.7
4310538,2024,1662373.0,151124.81818181818,2561,232.8181818181818
4310553,2023,2308490.0,230849.0,3560,356.0
4310553,2024,2675305.0,243209.54545454544,4120,374.54545454545456
4310579,2023,512044.0,51204.4,777,77.7
4310579,2024,561630.0,51057.27272727273,908,82.54545454545455
4310603,2023,17466637.0,1746663.7,26928,2692.8
4310603,2024,20521183.0,1865562.0909090908,31347,2849.7272727272725
4310652,2023,1308478.0,130847.8,1929,192.9
4310652,2024,1595983.0,145089.36363636365,2306,209.63636363636363
